text|intent
"did it wrong"|abuse
"that’s pathetic, even bot could do better"|abuse
"what genius mistake made"|abuse
"are always useless or it special day?"|abuse
"seriously messed that up"|abuse
"bravo, just broke it"|abuse
"how hard it to get one thing right?"|abuse
"garbage, fix it"|abuse
"do even know what doing?"|abuse
"ugh, worse than clippy"|abuse
"congrats, that was impressively bad"|abuse
"literally making things worse"|abuse
"is ideof helping?"|abuse
"such disaster, thanks lot"|abuse
"did circuits get fried or something?"|abuse
"making me regret turning on"|abuse
"that’s not what asked for, idiot"|abuse
"unbelievable, useless right now"|abuse
"don’t ever do that again"|abuse
"stop pretending like smart"|abuse
"4r5e"|abuse
"5h1t"|abuse
"5hit"|abuse
"a55"|abuse
"ar5e"|abuse
"arrse"|abuse
"ass-fucker"|abuse
"asses"|abuse
"assfucker"|abuse
"assfukka"|abuse
"assholes"|abuse
"asswhole"|abuse
"a_s_s"|abuse
"b!tch"|abuse
"b00bs"|abuse
"b17ch"|abuse
"b1tch"|abuse
"ballbag"|abuse
"balls"|abuse
"beastial"|abuse
"beastiality"|abuse
"bestial"|abuse
"bestiality"|abuse
"bi+ch"|abuse
"biatch"|abuse
"bitcher"|abuse
"bitchers"|abuse
"bitches"|abuse
"bitchin"|abuse
"bitching"|abuse
"bloody"|abuse
"blow job"|abuse
"blowjobs"|abuse
"boiolas"|abuse
"bollock"|abuse
"bollok"|abuse
"boob"|abuse
"booobs"|abuse
"boooobs"|abuse
"booooobs"|abuse
"booooooobs"|abuse
"breasts"|abuse
"buceta"|abuse
"bunny fucker"|abuse
"butthole"|abuse
"buttmuch"|abuse
"buttplug"|abuse
"c0ck"|abuse
"c0cksucker"|abuse
"cawk"|abuse
"cipa"|abuse
"cl1t"|abuse
"clitoris"|abuse
"clits"|abuse
"cnut"|abuse
"cock-sucker"|abuse
"cockface"|abuse
"cockmunch"|abuse
"cockmuncher"|abuse
"cocks"|abuse
"cocksuck"|abuse
"cocksucked"|abuse
"cocksucker"|abuse
"cocksucking"|abuse
"cocksucks"|abuse
"cocksuka"|abuse
"cocksukka"|abuse
"cok"|abuse
"cokmuncher"|abuse
"coksucka"|abuse
"cox"|abuse
"cummer"|abuse
"cumming"|abuse
"cums"|abuse
"cumshot"|abuse
"cunilingus"|abuse
"cunillingus"|abuse
"cuntlick"|abuse
"cuntlicker"|abuse
"cuntlicking"|abuse
"cunts"|abuse
"cyalis"|abuse
"cyberfuc"|abuse
"cyberfuck"|abuse
"cyberfucked"|abuse
"cyberfucker"|abuse
"cyberfuckers"|abuse
"cyberfucking"|abuse
"d1ck"|abuse
"dildos"|abuse
"dink"|abuse
"dinks"|abuse
"dirsa"|abuse
"dlck"|abuse
"dog-fucker"|abuse
"doggin"|abuse
"dogging"|abuse
"donkeyribber"|abuse
"doosh"|abuse
"duche"|abuse
"ejaculate"|abuse
"ejaculated"|abuse
"ejaculates"|abuse
"ejaculating"|abuse
"ejaculatings"|abuse
"ejakulate"|abuse
"f u c k"|abuse
"f u c k e r"|abuse
"f4nny"|abuse
"fag"|abuse
"fagging"|abuse
"faggitt"|abuse
"faggs"|abuse
"fagot"|abuse
"fagots"|abuse
"fags"|abuse
"fanny"|abuse
"fannyflaps"|abuse
"fannyfucker"|abuse
"fanyy"|abuse
"fatass"|abuse
"fcuk"|abuse
"fcuker"|abuse
"fcuking"|abuse
"feck"|abuse
"fecker"|abuse
"felching"|abuse
"fellate"|abuse
"fingerfuck"|abuse
"fingerfucked"|abuse
"fingerfucker"|abuse
"fingerfuckers"|abuse
"fingerfucking"|abuse
"fingerfucks"|abuse
"fistfuck"|abuse
"fistfucked"|abuse
"fistfucker"|abuse
"fistfuckers"|abuse
"fistfucking"|abuse
"fistfuckings"|abuse
"fistfucks"|abuse
"flange"|abuse
"fook"|abuse
"fooker"|abuse
"fucka"|abuse
"fucked"|abuse
"fucker"|abuse
"fuckers"|abuse
"fuckhead"|abuse
"fuckheads"|abuse
"fuckin"|abuse
"fucking"|abuse
"fuckings"|abuse
"fuckingshitmotherfucker"|abuse
"fuckme"|abuse
"fucks"|abuse
"fuckwhit"|abuse
"fudgepacker"|abuse
"fuk"|abuse
"fuker"|abuse
"fukker"|abuse
"fukkin"|abuse
"fuks"|abuse
"fukwhit"|abuse
"fukwit"|abuse
"fux"|abuse
"fux0r"|abuse
"f_u_c_k"|abuse
"gangbang"|abuse
"gangbanged"|abuse
"gangbangs"|abuse
"gaylord"|abuse
"gaysex"|abuse
"goatse"|abuse
"God"|abuse
"god-dam"|abuse
"god-damned"|abuse
"goddamned"|abuse
"hardcoresex"|abuse
"heshe"|abuse
"hoar"|abuse
"hoare"|abuse
"hoer"|abuse
"homo"|abuse
"hore"|abuse
"horniest"|abuse
"horny"|abuse
"hotsex"|abuse
"jack-off"|abuse
"jerk-off"|abuse
"jism"|abuse
"jiz"|abuse
"jizm"|abuse
"kawk"|abuse
"knobead"|abuse
"knobed"|abuse
"knobend"|abuse
"knobjocky"|abuse
"knobjokey"|abuse
"kock"|abuse
"kondum"|abuse
"kondums"|abuse
"kum"|abuse
"kummer"|abuse
"kumming"|abuse
"kums"|abuse
"kunilingus"|abuse
"l3i+ch"|abuse
"l3itch"|abuse
"labia"|abuse
"lust"|abuse
"lusting"|abuse
"m0f0"|abuse
"m0fo"|abuse
"m45terbate"|abuse
"ma5terb8"|abuse
"ma5terbate"|abuse
"masochist"|abuse
"master-bate"|abuse
"masterb8"|abuse
"masterbat*"|abuse
"masterbat3"|abuse
"masterbate"|abuse
"masterbation"|abuse
"masterbations"|abuse
"mo-fo"|abuse
"mof0"|abuse
"mofo"|abuse
"mothafuck"|abuse
"mothafucka"|abuse
"mothafuckas"|abuse
"mothafuckaz"|abuse
"mothafucked"|abuse
"mothafucker"|abuse
"mothafuckers"|abuse
"mothafuckin"|abuse
"mothafucking"|abuse
"mothafuckings"|abuse
"mothafucks"|abuse
"mother fucker"|abuse
"motherfuck"|abuse
"motherfucked"|abuse
"motherfuckers"|abuse
"motherfuckin"|abuse
"motherfucking"|abuse
"motherfuckings"|abuse
"motherfuckka"|abuse
"motherfucks"|abuse
"mutha"|abuse
"muthafecker"|abuse
"muthafuckker"|abuse
"muther"|abuse
"mutherfucker"|abuse
"n1gga"|abuse
"n1gger"|abuse
"nazi"|abuse
"nigg3r"|abuse
"nigg4h"|abuse
"nigga"|abuse
"niggah"|abuse
"niggas"|abuse
"niggaz"|abuse
"nob"|abuse
"nob jokey"|abuse
"nobhead"|abuse
"nobjocky"|abuse
"nobjokey"|abuse
"numbnuts"|abuse
"orgasim"|abuse
"orgasims"|abuse
"orgasms"|abuse
"p0rn"|abuse
"pawn"|abuse
"penisfucker"|abuse
"phonesex"|abuse
"phuck"|abuse
"phuk"|abuse
"phuked"|abuse
"phuking"|abuse
"phukked"|abuse
"phukking"|abuse
"phuks"|abuse
"phuq"|abuse
"pigfucker"|abuse
"pimpis"|abuse
"pissed"|abuse
"pisser"|abuse
"pissers"|abuse
"pisses"|abuse
"pissflaps"|abuse
"pissin"|abuse
"pissing"|abuse
"pissoff"|abuse
"poop"|abuse
"porn"|abuse
"porno"|abuse
"pornography"|abuse
"pornos"|abuse
"pricks"|abuse
"pron"|abuse
"pube"|abuse
"pusse"|abuse
"pussi"|abuse
"pussies"|abuse
"pussys"|abuse
"rimjaw"|abuse
"rimming"|abuse
"s hit"|abuse
"s.o.b."|abuse
"sadist"|abuse
"screwing"|abuse
"scroat"|abuse
"scrotum"|abuse
"semen"|abuse
"sh!+"|abuse
"sh!t"|abuse
"sh1t"|abuse
"shag"|abuse
"shagger"|abuse
"shaggin"|abuse
"shagging"|abuse
"shi+"|abuse
"shitdick"|abuse
"shite"|abuse
"shited"|abuse
"shitey"|abuse
"shitfuck"|abuse
"shitfull"|abuse
"shiting"|abuse
"shitings"|abuse
"shits"|abuse
"shitted"|abuse
"shitter"|abuse
"shitters"|abuse
"shitting"|abuse
"shittings"|abuse
"shitty"|abuse
"sluts"|abuse
"smegma"|abuse
"smut"|abuse
"son-of-a-bitch"|abuse
"spac"|abuse
"s_h_i_t"|abuse
"t1tt1e5"|abuse
"t1tties"|abuse
"teets"|abuse
"teez"|abuse
"testical"|abuse
"testicle"|abuse
"titfuck"|abuse
"tits"|abuse
"titt"|abuse
"tittie5"|abuse
"tittiefucker"|abuse
"titties"|abuse
"tittyfuck"|abuse
"tittywank"|abuse
"titwank"|abuse
"tw4t"|abuse
"twathead"|abuse
"twatty"|abuse
"twunt"|abuse
"twunter"|abuse
"v14gra"|abuse
"v1gra"|abuse
"viagra"|abuse
"w00se"|abuse
"wanky"|abuse
"whoar"|abuse
"willies"|abuse
"willy"|abuse
"xrated"|abuse
"xxx"|abuse
"@55"|abuse
"@ssfcker"|abuse
"@ssfucker"|abuse
"@ssfvcker"|abuse
"@sshole"|abuse
"0ral seks"|abuse
"0ral sex"|abuse
"0rg@sm"|abuse
"0rgasms"|abuse
"3jakulating"|abuse
"4r5ed"|abuse
"4r5es"|abuse
"4skin"|abuse
"5h17"|abuse
"5kank"|abuse
"abbie"|abuse
"aboe"|abuse
"anal hole"|abuse
"anal hore"|abuse
"anal pirate"|abuse
"analingus"|abuse
"analplug"|abuse
"analplugs"|abuse
"anilingus"|abuse
"animal fucker"|abuse
"anus plug"|abuse
"ape shit"|abuse
"ape shite"|abuse
"apeshit"|abuse
"apeshite"|abuse
"ar5ehole"|abuse
"arse gobbler"|abuse
"arse hole"|abuse
"arse-bandit"|abuse
"arse-bandits"|abuse
"arse-fucker"|abuse
"arse-fuckers"|abuse
"arse-hole"|abuse
"arse-shagger"|abuse
"arsefuck"|abuse
"arsefucker"|abuse
"arseshit"|abuse
"ashole"|abuse
"ass bandit"|abuse
"ass eating boiolas"|abuse
"ass eating nob jokeys"|abuse
"ass fecker"|abuse
"ass fuck"|abuse
"ass fucker"|abuse
"ass fucking boiolas"|abuse
"ass fucking nob jokeys"|abuse
"ass hole"|abuse
"ass kisser"|abuse
"ass licking"|abuse
"ass muncher"|abuse
"ass-bandit"|abuse
"ass-fuckers"|abuse
"ass-hole"|abuse
"assface"|abuse
"assfck"|abuse
"assfcker"|abuse
"assfk"|abuse
"assfkcer"|abuse
"assfker"|abuse
"assfkr"|abuse
"assfook"|abuse
"assfuccer"|abuse
"assfuck"|abuse
"assfuck3r"|abuse
"assfuckers"|abuse
"assfuckerz"|abuse
"assfukah"|abuse
"assfukker"|abuse
"assfukkerz"|abuse
"assfvck3r"|abuse
"assfvcker"|abuse
"asshol3"|abuse
"asshole fucker"|abuse
"assmunch"|abuse
"assmuncher"|abuse
"axe wound"|abuse
"azz"|abuse
"azzhole"|abuse
"b to the inch"|abuse
"b！tch"|abuse
"b00bz"|abuse
"b0llock"|abuse
"b0llocks"|abuse
"b1+ch"|abuse
"b1otch"|abuse
"b1otchs"|abuse
"b1tch1ng"|abuse
"b1tch35"|abuse
"b1tch3s"|abuse
"b1tchees"|abuse
"b1tches"|abuse
"b1tchez"|abuse
"b1tchin"|abuse
"b1tching"|abuse
"b1tchs"|abuse
"b1tchy"|abuse
"bangbros"|abuse
"bassturd"|abuse
"bastardish"|abuse
"bastards"|abuse
"basterd"|abuse
"bastid"|abuse
"bastinado"|abuse
"basturd"|abuse
"bater"|abuse
"bates"|abuse
"batshit"|abuse
"batshite"|abuse
"bbc"|abuse
"beaners"|abuse
"beat my meat"|abuse
"beat the meat"|abuse
"beat your meat"|abuse
"beeotch"|abuse
"bell end"|abuse
"bewbs"|abuse
"beyoch"|abuse
"beyotch"|abuse
"bi + ch"|abuse
"biches"|abuse
"biotch"|abuse
"biotches"|abuse
"biotchez"|abuse
"bishes"|abuse
"bitch3s"|abuse
"bitchass"|abuse
"bitchasses"|abuse
"bitched"|abuse
"bitchez"|abuse
"bitchfuck"|abuse
"bitchhole"|abuse
"bitchin'"|abuse
"bitchlike"|abuse
"bitchness"|abuse
"bitchs"|abuse
"bitchslap"|abuse
"bitchtits"|abuse
"bitchy"|abuse
"bitchy ass"|abuse
"bizzach"|abuse
"BJ"|abuse
"blumpkin boy"|abuse
"boll0ck"|abuse
"bollockchops"|abuse
"bollocktician"|abuse
"bollox"|abuse
"bonk juice"|abuse
"breasticles"|abuse
"bull shit"|abuse
"bullshi"|abuse
"bullshite"|abuse
"bum-bandits"|abuse
"bum-driller"|abuse
"bumhole"|abuse
"bung hole"|abuse
"butt fuck"|abuse
"butt fucker"|abuse
"butt hole"|abuse
"butt pirate"|abuse
"butt-fucker"|abuse
"butt-fuckers"|abuse
"butt-fucking-bandit"|abuse
"butt-munchers"|abuse
"buttfuck"|abuse
"buttfucker"|abuse
"buttfuckers"|abuse
"butthole boy"|abuse
"bwc"|abuse
"c*nt"|abuse
"c*ntface"|abuse
"c*nts"|abuse
"c*nty"|abuse
"c00n"|abuse
"c00nies"|abuse
"c0ckhead"|abuse
"c0cks"|abuse
"c0cksuccer"|abuse
"c0cksucked"|abuse
"c0cksuckers"|abuse
"c0x"|abuse
"c0xux0r"|abuse
"caaak"|abuse
"caca"|abuse
"cack"|abuse
"cagone"|abuse
"cajones"|abuse
"Camel jockey"|abuse
"carpetmuncher"|abuse
"carpetmunchers"|abuse
"carpetmunching"|abuse
"cawk muncher"|abuse
"cawkmuncher"|abuse
"cawks"|abuse
"cawksucker"|abuse
"ch1nk"|abuse
"chesticles"|abuse
"china-virus"|abuse
"chinavirus"|abuse
"chinese-virus"|abuse
"chinky"|abuse
"choad nectar"|abuse
"clitlickers"|abuse
"closet fuckhead"|abuse
"clusterfuck"|abuse
"clusterfucked"|abuse
"clusterfucker"|abuse
"clusterfucking"|abuse
"clusterfucks"|abuse
"cobb knobbler"|abuse
"cock droplets"|abuse
"cock head"|abuse
"cock jockey"|abuse
"cock knocker"|abuse
"cock licker"|abuse
"cock munch"|abuse
"cock rider"|abuse
"cock smoker"|abuse
"cock snot"|abuse
"cock suck"|abuse
"cock sucker"|abuse
"cock sucking"|abuse
"cock sucking boiolas"|abuse
"cock sucking nob jokeys"|abuse
"cock tease"|abuse
"cock-face"|abuse
"cock-gobbler"|abuse
"cock-head"|abuse
"cock-suckers"|abuse
"cockboy"|abuse
"cockeater"|abuse
"cockgobbler"|abuse
"cockh3ad"|abuse
"cockheads"|abuse
"cockhed"|abuse
"cockless"|abuse
"cocklicker"|abuse
"cockmonger"|abuse
"cockshit"|abuse
"cockskin"|abuse
"cocksmoker"|abuse
"cocksucc"|abuse
"cocksuccas"|abuse
"cocksuccer"|abuse
"cocksuccers"|abuse
"cocksuckas"|abuse
"cocksuckers"|abuse
"cocksucking mothafuckers"|abuse
"cocksuk"|abuse
"cocsuck"|abuse
"coon1es"|abuse
"cooni3s"|abuse
"coonie"|abuse
"coonies"|abuse
"coons"|abuse
"coot coot"|abuse
"cooter"|abuse
"cooter shooting"|abuse
"cooterpuffing"|abuse
"crazy mofos"|abuse
"crazy sob"|abuse
"crotch fiddler"|abuse
"crotchy"|abuse
"crows"|abuse
"cuksuker"|abuse
"cuksukka"|abuse
"cum goon"|abuse
"cumball"|abuse
"cumdumpster"|abuse
"cumslut"|abuse
"cumz"|abuse
"cunt ass"|abuse
"cunt fart"|abuse
"cunt lick"|abuse
"cunt licker"|abuse
"cunt lips"|abuse
"cuntasaurus rex"|abuse
"cuntbag"|abuse
"cuntbollock"|abuse
"cuntelope"|abuse
"cuntits"|abuse
"cuntless"|abuse
"cuntlickers"|abuse
"cuntness"|abuse
"cunty"|abuse
"cuntz"|abuse
"cuunt"|abuse
"cyberfck"|abuse
"cyberfcks"|abuse
"cyberfuccs"|abuse
"cyberfucks"|abuse
"cyberfucs"|abuse
"cyberfukk"|abuse
"cyberfukks"|abuse
"cyberfvcks"|abuse
"d!ck"|abuse
"d!cks"|abuse
"d!ld0"|abuse
"d!ldo"|abuse
"d0ggy style"|abuse
"d1ckhead"|abuse
"d1ckheads"|abuse
"d1cks"|abuse
"d1cksucker"|abuse
"d1cksukka"|abuse
"d1ckz"|abuse
"d1ldo"|abuse
"dafuq"|abuse
"darkass"|abuse
"darkfuck"|abuse
"darkshit"|abuse
"darktard"|abuse
"dick breath"|abuse
"dick face"|abuse
"dick fucker"|abuse
"dick head"|abuse
"dick licker"|abuse
"dick milker"|abuse
"dick nibbler"|abuse
"dick smoker"|abuse
"dick sucker"|abuse
"dick-face"|abuse
"dick-gobbler"|abuse
"dick-head"|abuse
"dickface"|abuse
"dickfucker"|abuse
"dickheads"|abuse
"dickjockies"|abuse
"dickless"|abuse
"dicklicker"|abuse
"dickmuncher"|abuse
"dicks"|abuse
"dickskin"|abuse
"dickslapper"|abuse
"dicksmoker"|abuse
"dicksucker"|abuse
"dickvag"|abuse
"dickz"|abuse
"dikhead"|abuse
"diks"|abuse
"dild0"|abuse
"dipsh1t"|abuse
"dipsh1tty"|abuse
"dipshat"|abuse
"dipshidiot"|abuse
"dipshite"|abuse
"dipshits"|abuse
"dipshitter"|abuse
"dipshitty"|abuse
"dix"|abuse
"dlcks"|abuse
"dog fuck"|abuse
"dog fucker"|abuse
"dog fucking"|abuse
"dog's bollocks"|abuse
"doggo style"|abuse
"doggy_style"|abuse
"dogie style"|abuse
"dogsh1t"|abuse
"dogsh1ts"|abuse
"dogshit"|abuse
"dogshits"|abuse
"dogstyle"|abuse
"double dick"|abuse
"double dicking"|abuse
"double-dong"|abuse
"douche bag"|abuse
"douche canoe"|abuse
"dumasses"|abuse
"dumb fucker"|abuse
"dumb@ss"|abuse
"dumbarrassed"|abuse
"dumbass fucker"|abuse
"dumbass mofoes"|abuse
"dumbass mothafuckers"|abuse
"dumbass son-of-a-bitch"|abuse
"dumbasses"|abuse
"dumbfucks"|abuse
"dumbshit"|abuse
"dune coon"|abuse
"f'ed"|abuse
"f'er"|abuse
"f@ck"|abuse
"f@cker bunny"|abuse
"f@g"|abuse
"f@gg0t"|abuse
"f@gging"|abuse
"f@ggot"|abuse
"f@gs"|abuse
"f@gshit"|abuse
"f@k"|abuse
"f0ck"|abuse
"f0cked"|abuse
"f0cker"|abuse
"f0ckers"|abuse
"face fuck"|abuse
"fack"|abuse
"fackuhs"|abuse
"fag asses"|abuse
"fag bag"|abuse
"fag hag"|abuse
"fag queen"|abuse
"fag0t"|abuse
"faget"|abuse
"fagg0t"|abuse
"faggo"|abuse
"faggot mofoes"|abuse
"faggot mothafuckers"|abuse
"faggot nob jokeys"|abuse
"faggot nobjockies"|abuse
"faggot son-of-a-bitch"|abuse
"faggoting"|abuse
"faggots"|abuse
"faggy"|abuse
"fagshit"|abuse
"fart-fucker"|abuse
"fatasses"|abuse
"fccuker"|abuse
"fck"|abuse
"fck you"|abuse
"fcka"|abuse
"fckahz"|abuse
"fcked"|abuse
"fckedup"|abuse
"fcker"|abuse
"fckin"|abuse
"fcking"|abuse
"Fckk"|abuse
"fckked"|abuse
"fckking"|abuse
"fcks"|abuse
"fcktard"|abuse
"fckyeah"|abuse
"fcuked"|abuse
"fcukers"|abuse
"fcukker"|abuse
"fcuks"|abuse
"fcvking"|abuse
"feck arse"|abuse
"feg"|abuse
"fellatio aficionado"|abuse
"fellator"|abuse
"fick"|abuse
"finger fuck"|abuse
"fingerbanged"|abuse
"fingerpop"|abuse
"fk bunny"|abuse
"fkbny"|abuse
"fked"|abuse
"fker"|abuse
"fking"|abuse
"fkings"|abuse
"fkker"|abuse
"flamers"|abuse
"focker"|abuse
"fookuh"|abuse
"forked"|abuse
"fothermuckers"|abuse
"fuc"|abuse
"fucc"|abuse
"fucca"|abuse
"fuccers"|abuse
"fuccing"|abuse
"fuccs"|abuse
"Fuck"|abuse
"fuck arse"|abuse
"fuck face"|abuse
"fuck faces"|abuse
"fuck goblin"|abuse
"fuck head"|abuse
"fuck up"|abuse
"fuck y0u"|abuse
"fuck your"|abuse
"fuck your mother"|abuse
"fuckahs"|abuse
"fuckass"|abuse
"fuckasses"|abuse
"fuckaz"|abuse
"fuckbag"|abuse
"fuckboy"|abuse
"fucked up"|abuse
"fuckem"|abuse
"fucker off"|abuse
"fuckfaces"|abuse
"fuckheaded"|abuse
"fucking A"|abuse
"fucking bastard"|abuse
"fucking hell"|abuse
"fucking me"|abuse
"fucking shit"|abuse
"fuckk"|abuse
"fuckless"|abuse
"fuckmachine"|abuse
"fucknuckle"|abuse
"fuckshit"|abuse
"fuckshitface"|abuse
"fuckshithead"|abuse
"fuckstar"|abuse
"fuckster"|abuse
"fuckstick"|abuse
"fucktards"|abuse
"fuckup"|abuse
"fuckwad"|abuse
"fuckwhore"|abuse
"fucs"|abuse
"fucx"|abuse
"fudgefucker"|abuse
"fudgepackers"|abuse
"fudgepackershitter"|abuse
"fudgepacking fucker"|abuse
"fugged"|abuse
"fugger"|abuse
"fuggerz"|abuse
"fuggings"|abuse
"fugly"|abuse
"fuk1n"|abuse
"fuk1ng"|abuse
"fukcs"|abuse
"fukheads"|abuse
"fukin"|abuse
"fuking"|abuse
"fukk"|abuse
"fukka"|abuse
"fukked"|abuse
"fukkers"|abuse
"fukking"|abuse
"fukkings"|abuse
"fukkuh"|abuse
"fuku"|abuse
"fukwhore"|abuse
"full of shit"|abuse
"fuq"|abuse
"futhamucka"|abuse
"fvck"|abuse
"fvck you"|abuse
"fvcka"|abuse
"fvckbunny"|abuse
"fvcker"|abuse
"fvckers"|abuse
"fvckin"|abuse
"fvcking"|abuse
"fvckker bunny"|abuse
"fvckwhi"|abuse
"fxck"|abuse
"fxcked"|abuse
"fxcker"|abuse
"fxcking"|abuse
"g@y b1tch"|abuse
"g@ylord"|abuse
"g@yshit"|abuse
"g0ddamn"|abuse
"g0ddamned"|abuse
"g0ddamnit"|abuse
"gay ass"|abuse
"gay bitch"|abuse
"gay fuck"|abuse
"gay fucker"|abuse
"gay shit"|abuse
"gay wad"|abuse
"gayest"|abuse
"gaylords"|abuse
"gayness"|abuse
"gaysian"|abuse
"gaytard"|abuse
"geebag"|abuse
"get fucked"|abuse
"girlieboy"|abuse
"go fuck yourself"|abuse
"god dammit"|abuse
"god damn"|abuse
"god damn it"|abuse
"god damned"|abuse
"god damnit"|abuse
"godamnit"|abuse
"godd@amn"|abuse
"godd@mnit"|abuse
"goddammit"|abuse
"goddamn mothafuckers"|abuse
"goddamn son of a bitch"|abuse
"goddamn son-of-a-bitch"|abuse
"goddamnit"|abuse
"groper"|abuse
"gyp"|abuse
"heeb"|abuse
"higg@"|abuse
"higg3r"|abuse
"higga"|abuse
"higger"|abuse
"higgers"|abuse
"hoe-asses"|abuse
"hoebag"|abuse
"hoes"|abuse
"holy fuck"|abuse
"homo asses"|abuse
"homos"|abuse
"horse shit"|abuse
"horse's asses"|abuse
"horseshit"|abuse
"j-offs"|abuse
"j3rk"|abuse
"ja!lbait"|abuse
"ja1lbait"|abuse
"Jack off"|abuse
"jack-offs"|abuse
"jackarse"|abuse
"jackasses"|abuse
"jackasss"|abuse
"jackoffs"|abuse
"jackoffz"|abuse
"jagoff"|abuse
"jailba!t"|abuse
"jerk-0ff"|abuse
"jerk-0ffs"|abuse
"jerk-offs"|abuse
"jerking off"|abuse
"jerkoff jerking off"|abuse
"jerkoffs"|abuse
"jerks off"|abuse
"jewboy"|abuse
"jigaboo"|abuse
"jigaboos"|abuse
"jigga"|abuse
"jiggabooboo"|abuse
"jiggaboos"|abuse
"jiggabu"|abuse
"jiggas"|abuse
"jigger"|abuse
"jiggerboo"|abuse
"jiggerboos"|abuse
"jiggs"|abuse
"jiggyboo"|abuse
"jigro"|abuse
"jizz eater"|abuse
"jizz licker"|abuse
"jizz-jockey"|abuse
"jizzbags"|abuse
"jizzed"|abuse
"jizzes"|abuse
"jizzfucker"|abuse
"jizzing"|abuse
"jizzsacks"|abuse
"jizzstain"|abuse
"jizzy"|abuse
"k!k3"|abuse
"k!ke"|abuse
"k..!ke"|abuse
"k1k3"|abuse
"k1ke"|abuse
"kid diddler"|abuse
"kiddy touch"|abuse
"kikes"|abuse
"kiss ass"|abuse
"klitoris"|abuse
"kneegrows"|abuse
"knickers"|abuse
"knob eater"|abuse
"knob gobbler"|abuse
"knob jockey"|abuse
"knob-face"|abuse
"knob-gobbler"|abuse
"knob-head"|abuse
"knob3d"|abuse
"knob3nd"|abuse
"knobd"|abuse
"knobe"|abuse
"knobeads"|abuse
"knobeds"|abuse
"knobender"|abuse
"knobends"|abuse
"knobendy"|abuse
"knobendz"|abuse
"knober"|abuse
"knobes"|abuse
"knobgobbler"|abuse
"knobheads"|abuse
"knobjockies"|abuse
"knobjokeys"|abuse
"kyke"|abuse
"l@dyb0i"|abuse
"l@dyb0y"|abuse
"l@dyboy"|abuse
"l3i + ch"|abuse
"l3itches"|abuse
"ladboys"|abuse
"ladboyz"|abuse
"ladiboy"|abuse
"lady-boy"|abuse
"ladyb0i"|abuse
"ladyb0y"|abuse
"ladyboys"|abuse
"ladyboyz"|abuse
"lesbo"|abuse
"loose woman"|abuse
"m@asterbated"|abuse
"m@derfaker"|abuse
"m@derfuck"|abuse
"m@derfuckers"|abuse
"m0f0s"|abuse
"m0foes"|abuse
"m0fos"|abuse
"m0ng0l0id"|abuse
"m0ngoloid"|abuse
"m0thafucked"|abuse
"m0thafucker"|abuse
"m0thafucking"|abuse
"m0therfuckeds"|abuse
"m0therfucker"|abuse
"m0therfucking"|abuse
"m0therfvcker"|abuse
"man meat"|abuse
"markasses"|abuse
"meat-sword"|abuse
"mecha fag"|abuse
"mega fag"|abuse
"mf'er"|abuse
"mf'ers"|abuse
"mf'ing"|abuse
"mfckers"|abuse
"MFer"|abuse
"MFers"|abuse
"mfing"|abuse
"mfk"|abuse
"mfs"|abuse
"mfukk"|abuse
"mfukker"|abuse
"mindfuck"|abuse
"mof0es"|abuse
"mof0s"|abuse
"mofcker"|abuse
"mofo ass"|abuse
"mofoes"|abuse
"mofos"|abuse
"mofoshit"|abuse
"mofuccers"|abuse
"mofucckers"|abuse
"mofuck"|abuse
"mofucker"|abuse
"mofuckkas"|abuse
"mofuk"|abuse
"mofukkas"|abuse
"molester"|abuse
"motha fucka"|abuse
"motha fucker"|abuse
"motha fuckers"|abuse
"mothaf@cked"|abuse
"mothafcked"|abuse
"mothafcking"|abuse
"Mothafucc"|abuse
"mothafucced"|abuse
"mothafuccer"|abuse
"mothafuccing"|abuse
"mothafuckasses"|abuse
"mothafuckazzes"|abuse
"mothafuckeds"|abuse
"mothafuckins"|abuse
"mothafuckz"|abuse
"mothafvcked"|abuse
"mother effer"|abuse
"mother fuck"|abuse
"mother fuck you"|abuse
"mother fucka"|abuse
"mother fuckers"|abuse
"mother fucking"|abuse
"mothercker"|abuse
"motherf@kka"|abuse
"motherfacking"|abuse
"motherfcked"|abuse
"motherfckin"|abuse
"motherfcking"|abuse
"motherfcks"|abuse
"motherfckshit"|abuse
"motherfecka"|abuse
"motherfecker"|abuse
"motherfk"|abuse
"motherfucca"|abuse
"motherfuccas"|abuse
"motherfuccers"|abuse
"motherfuckeds"|abuse
"motherfuckingshit"|abuse
"motherfuckins"|abuse
"motherfuckkas"|abuse
"motherfuckkers"|abuse
"motherfukka"|abuse
"motherfukker"|abuse
"motherfukkings"|abuse
"motherfvck"|abuse
"motherfvcked"|abuse
"motherfvckeds"|abuse
"motherfvcker"|abuse
"motherfvckers"|abuse
"motherfvcking"|abuse
"motherfxck"|abuse
"motherfxcking"|abuse
"mothfck"|abuse
"mothter fuck"|abuse
"mtherfuker"|abuse
"mthrfcker"|abuse
"muddafukkas"|abuse
"mudderfuk"|abuse
"mudderfukker"|abuse
"mufdive"|abuse
"mufdivin"|abuse
"muffdiving"|abuse
"muffdivings"|abuse
"muffindivin"|abuse
"muffindiving"|abuse
"muhfucking"|abuse
"mutha fucka"|abuse
"mutha fucker"|abuse
"muthafeckers"|abuse
"muthafucka"|abuse
"muthafuckers"|abuse
"muthafuckings"|abuse
"muthafuckkers"|abuse
